codigo_articulo,categoria,existencias_iniciales,total_entradas,total_salidas,existencias_actuales,tasa_rotacion,tiene_precio,tiene_proveedor,frecuencia_salidas,frecuencia_entradas,necesita_reposicion,origen,nombre_producto,presentacion,unidad_medida,categoria_general,es_producto
0036ME,Menestras,8.0,0.0,0.0,8.0,0.0,0,0,0,0,0,real,Lenteja 5kg,5 kg,kg,Menestras,True
SINT0049,Menestras,0.0,1.0,4.0,-3.0,4.0,0,0,5,2,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0822,Limpieza,47.0,0.0,0.29,46.71,0.0062,0,0,1,4,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0553,"Condimentos, Salsas, cremas",15.0,3.0,1.87,16.13,0.1039,0,0,3,3,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0411LA,Lacteos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Leche en polvo 2 a 24 meses,,lata,Lácteos,True
SINT0204,Harina,0.0,7.0,9.85,-2.85,1.4071,1,0,5,2,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0543VA,Vacuno,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Mondongo 1 kg,1 kg,kg,Cárnicos y pescados,True
SINT0307,"Condimentos, Salsas, cremas",0.0,7.0,16.87,-9.87,2.41,0,1,5,4,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0234,Menestras,0.0,4.0,4.56,-0.56,1.14,0,0,5,1,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0356,Limpieza,5.0,5.0,7.99,2.01,0.799,0,0,4,1,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0248HA,Harina,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Harina kiwicha 200 gr,200 gr,kg,Cereales y farináceos,True
SINT0665,Infusion,49.0,6.0,2.95,52.05,0.0536,0,1,6,4,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0644,"Mermelada, mantequilla",26.0,7.0,2.08,30.92,0.063,1,0,1,3,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0495AV,Aves,0.0,1.81,0.0,1.81,0.0,0,0,0,2,1,real,Pollo pechuga bandeja,bandeja,kg,Avícolas,True
0157CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Avena Chia 500 gr,500 gr,kg,Cereales y farináceos,True
SINT0239,Menestras,0.0,3.0,4.14,-1.14,1.38,0,0,5,3,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0486,Limpieza,47.0,0.0,0.72,46.28,0.0153,0,0,0,3,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0631LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Paño de limpieza absorvenre,,unidad,Limpieza e higiene,True
SINT0626,Instantaneo,10.0,4.0,2.03,11.97,0.145,0,0,3,6,0,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
0575LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Detergente líquido 5 L,5 lt,unidad,Limpieza e higiene,True
SINT0937,"Condimentos, Salsas, cremas",8.0,3.0,1.19,9.81,0.1082,0,0,4,4,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0018ME,Menestras,0.0,0.0,3.0,-3.0,0.0,0,1,1,0,1,real,Frejol Castilla 1 kg,1 kg,kg,Menestras,True
0130CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Maiz dulce 425 gr,425 gr,lata,Conservas,True
SINT0017,Vacuno,0.0,7.0,13.79,-6.79,1.97,1,0,2,2,1,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0191,Fideos,7.0,7.0,10.51,3.82,0.7335,0,1,6,2,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0084,"Condimentos, Salsas, cremas",0.0,0.0,0.45,-0.45,0.0,0,0,3,3,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0440,Conserva,24.0,6.0,3.68,26.32,0.1227,0,0,4,3,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
SINT0459,Harina,21.0,8.0,6.31,22.69,0.2176,0,0,3,3,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0193AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Azucar rubia 10 kg,10 kg,kg,Abarrotes,True
SINT0074,Aves,0.0,3.0,6.85,-3.85,2.2833,0,0,3,2,1,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
SINT0707,Instantaneo,15.0,10.0,4.71,20.29,0.1884,0,1,2,3,0,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
SINT0020,Harina,0.0,3.0,7.92,-4.92,2.64,0,0,4,2,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0325,Aceite,0.0,4.0,8.99,-4.99,2.2475,0,1,6,2,1,sintetico,Registro técnico (sin descripción),,litro,Abarrotes,False
0612LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Desengrasante en spray 650 ml,650 ml,unidad,Limpieza e higiene,True
0183CR,Cereal,2.0,0.0,0.25,1.75,0.125,0,0,1,0,1,real,Linaza 1 kg,1 kg,kg,Cereales y farináceos,True
0303CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,PIMIENTA CHAPA,,unidad,Abarrotes,True
0502AV,Aves,0.0,0.95,0.0,0.95,0.0,0,1,0,1,1,real,Alas natural,,kg,Avícolas,True
SINT0233,Infusion,0.0,6.0,7.15,-1.15,1.1917,0,1,5,2,1,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0143,"Condimentos, Salsas, cremas",0.0,8.0,13.21,-5.21,1.6512,0,0,4,0,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0150,"Mermelada, mantequilla",0.0,3.0,5.48,-2.48,1.8267,0,0,4,2,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0523CE,Cerdo,1.0,3.2,0.0,4.2,0.0,0,0,0,2,1,real,Carne molida de cerdo,,kg,Cárnicos y pescados,True
SINT0185,Azucar,0.0,2.0,2.65,-0.65,1.325,0,0,4,0,1,sintetico,Registro técnico (sin descripción),,kg,Abarrotes,False
0481HU,Huevos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Avícolas,False
0160CR,Cereal,38.0,23.0,52.0,9.0,0.8524590163934426,1,0,49,14,0,real,Arroz 5 kg,5 kg,kg,Cereales y farináceos,True
SINT0263,Vacuno,0.0,0.0,0.21,-0.21,0.0,0,0,7,3,1,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0222,Limpieza,0.0,2.0,3.2,-1.2,1.6,0,0,3,2,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0017ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Frejol Castilla 500 gr,500 gr,kg,Menestras,True
SINT0108,Menestras,5.0,1.0,2.78,3.51,0.4418,0,0,6,3,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0413,Limpieza,28.0,0.0,1.36,26.64,0.0486,0,1,3,3,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0552VA,Vacuno,0.0,1.62,0.0,1.62,0.0,0,1,0,1,1,real,Hamburguesas Speciales Premium,,kg,Cárnicos y pescados,True
0664LI,Otros,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Otros,False
SINT0651,Limpieza,18.0,0.0,1.45,16.55,0.0806,0,0,0,3,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0477,Frutos secos,15.0,4.0,3.14,15.86,0.1653,1,0,3,2,0,sintetico,Registro técnico (sin descripción),,kg,Snacks y dulces,False
SINT0958,Infusion,25.0,7.0,2.44,29.56,0.0762,0,0,2,4,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0587,Vacuno,29.0,6.0,3.5,31.5,0.1,0,0,4,4,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0726,Menestras,24.0,3.0,1.62,25.38,0.06,1,1,4,2,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0286CN,"Condimentos, Salsas, cremas",11.0,0.0,0.0,11.0,0.0,0,0,0,0,0,real,Vinagre tinto 5 lt,5 lt,unidad,Abarrotes,True
SINT0534,Vacuno,48.0,2.0,1.77,48.23,0.0354,0,0,0,2,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0187,Vacuno,0.0,0.0,1.18,-1.18,0.0,0,0,4,3,1,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
0228IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Sopas Instantaneas Instantaneas,,unidad,Bebidas e infusiones,True
0027ME,Menestras,2.0,0.0,0.0,2.0,0.0,0,0,0,0,1,real,Frejol Panamito 10 kg,10 kg,kg,Menestras,True
SINT0839,Harina,39.0,0.0,0.08,38.92,0.0021,0,1,6,6,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0441FS,Frutos secos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Pecanas,,kg,Snacks y dulces,True
SINT0189,Menestras,5.0,0.0,1.52,3.48,0.304,0,0,3,3,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0232IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
0038ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Lenteja 50 kg,50 kg,kg,Menestras,True
SINT0107,Aceite,0.0,6.0,13.09,-7.09,2.1817,0,0,4,2,1,sintetico,Registro técnico (sin descripción),,litro,Abarrotes,False
SINT0773,Azucar,4.0,5.0,2.17,7.29,0.2293,0,0,1,3,0,sintetico,Registro técnico (sin descripción),,kg,Abarrotes,False
0474HU,Huevos,125.0,254.0,1341.0,-962.0,3.538258575197889,0,0,55,6,1,real,Huevo pardo,,unidad,Avícolas,True
SINT0641,Harina,41.0,3.0,1.59,42.41,0.0361,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0955,Cereal,39.0,4.0,1.5,41.5,0.0349,1,0,2,1,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0859,Instantaneo,9.0,8.0,3.54,13.87,0.2033,0,0,1,2,0,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
SINT0418,Fideos,8.0,0.0,0.0,8.29,0.0,0,0,7,4,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0645LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Bolsa basura 50 LT,50 lt,unidad,Limpieza e higiene,True
SINT0869,Fideos,42.0,3.0,0.79,44.21,0.0176,0,0,4,7,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0446,Aves,24.0,6.0,3.14,26.86,0.1047,0,0,4,4,0,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
SINT0593,Infusion,20.0,5.0,2.38,22.62,0.0952,0,0,5,4,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0463,"Mermelada, mantequilla",32.0,6.0,2.68,35.32,0.0705,0,0,0,3,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0157,Aceite,0.0,6.0,7.11,-1.11,1.185,0,0,8,0,1,sintetico,Registro técnico (sin descripción),,litro,Abarrotes,False
SINT0573,Snacks,3.0,4.0,1.93,5.07,0.2757,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
SINT0425,Menestras,22.0,4.0,1.44,24.56,0.0554,0,0,6,2,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0163CR,Cereal,0.0,1.0,0.0,1.0,0.0,0,0,0,1,1,real,Arroz 3 kl gr,3 kg,kg,Cereales y farináceos,True
SINT0603,Aves,16.0,3.0,1.0,18.0,0.0526,0,0,4,7,0,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
SINT0383,Fideos,0.0,9.0,19.93,-10.93,2.2144,0,0,4,4,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0721,Menestras,8.0,5.0,4.49,8.51,0.3454,0,0,1,3,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0887,Conserva,22.0,6.0,3.91,24.09,0.1396,0,0,3,4,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
SINT0613,Cereal,6.0,0.0,0.02,6.11,0.0033,0,0,2,6,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0033,Frutos secos,6.0,2.0,4.07,3.43,0.5425,0,0,7,2,1,sintetico,Registro técnico (sin descripción),,kg,Snacks y dulces,False
0155CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Avena Maca 500 gr,500 gr,kg,Cereales y farináceos,True
SINT0230,Instantaneo,0.0,3.0,5.58,-2.58,1.86,0,0,5,1,1,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
0515AV,Aves,0.0,0.85,0.0,0.85,0.0,0,1,0,1,1,real,Molleja de pollo,,kg,Avícolas,True
SINT0885,Limpieza,15.0,6.0,2.79,18.21,0.1329,1,0,0,4,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0124,Menestras,0.0,6.0,5.75,0.25,0.9583,0,0,4,3,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0159,Aceite,7.0,4.0,7.47,3.53,0.6792,0,0,6,1,1,sintetico,Registro técnico (sin descripción),,litro,Abarrotes,False
0105AC,Aceite,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Aceite de Olivia Virgen 200 ml,200 ml,litro,Abarrotes,True
0592LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Lejía líquida color 500 ml,500 ml,unidad,Limpieza e higiene,True
SINT0085,"Condimentos, Salsas, cremas",0.0,0.0,1.87,-1.87,0.0,0,0,5,1,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0390,Huevos,5.0,2.0,2.86,3.78,0.4308,0,0,5,0,1,sintetico,Registro técnico (sin descripción),,unidad,Avícolas,False
0055ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Pallar BB 10 kl,10 kg,kg,Menestras,True
0154CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Avena quinua 900 gr,900 gr,kg,Cereales y farináceos,True
0407LA,Lacteos,4.0,0.0,0.0,4.0,0.0,0,0,0,0,1,real,Leche 390 bolsitarro ligth,,lata,Lácteos,True
SINT0243,"Condimentos, Salsas, cremas",0.0,7.0,10.5,-3.5,1.5,0,0,4,0,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0210IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Nibs Cacao 100 gr,100 gr,unidad,Bebidas e infusiones,True
SINT0252,Snacks,9.0,3.0,8.31,3.94,0.6781,0,0,7,2,1,sintetico,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
SINT0653,Menestras,23.0,5.0,1.6,26.4,0.0571,0,0,5,5,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0639,Lacteos,45.0,4.0,2.07,46.93,0.0422,0,0,3,4,0,sintetico,Registro técnico (sin descripción),,lata,Lácteos,False
0009ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Frejol Caballero 500 gr,500 gr,kg,Menestras,True
SINT0316,Cereal,4.0,0.0,0.71,3.42,0.172,0,0,5,1,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0460,"Condimentos, Salsas, cremas",41.0,3.0,1.65,42.35,0.0375,0,0,1,2,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0145,Limpieza,0.0,3.0,5.33,-2.33,1.7767,0,1,4,2,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0457SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Gaseosa,,paquete,Snacks y dulces,True
0256HA,Harina,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Polvo de hornear,,kg,Cereales y farináceos,True
SINT0704,Limpieza,10.0,3.0,3.31,9.39,0.2606,0,1,3,5,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0249,Snacks,0.0,6.0,7.94,-1.94,1.3233,0,0,3,0,1,sintetico,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
SINT0744,Lacteos,7.0,8.0,3.96,11.04,0.264,0,0,5,2,0,sintetico,Registro técnico (sin descripción),,lata,Lácteos,False
SINT0535,Infusion,15.0,10.0,1.86,23.14,0.0744,0,1,3,2,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0821,Conserva,40.0,4.0,3.5,40.5,0.0795,0,0,2,2,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
0629LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Paño microfibra,,unidad,Limpieza e higiene,True
0348FI,Fideos,0.0,6.0,1.0,5.0,0.1666666666666666,0,0,1,5,0,real,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
SINT0339,Limpieza,0.0,3.0,7.49,-4.49,2.4967,1,0,4,1,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0265CN,"Condimentos, Salsas, cremas",0.0,0.0,4.0,-4.0,0.0,0,0,3,0,1,real,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
SINT0037,Limpieza,5.0,4.0,8.83,0.17,0.9811,0,1,5,2,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0153CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Avena con hojuela 900 gr,900 gr,kg,Cereales y farináceos,True
0477HU,Huevos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Huevo de codorniz,,unidad,Avícolas,True
0646LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Bolsa basura 70 LT,70 lt,unidad,Limpieza e higiene,True
SINT0099,Limpieza,0.0,1.0,1.67,-0.67,1.67,0,0,4,0,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0461,Conserva,36.0,0.0,0.18,35.82,0.005,0,0,2,1,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
0556VA,Vacuno,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Pulmon,,kg,Cárnicos y pescados,True
SINT0286,Infusion,8.0,7.0,10.87,3.96,0.7332,0,0,4,2,1,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
0494AV,Aves,0.0,4.335,0.0,4.335,0.0,0,0,0,1,1,real,Pollo pechuga especial,,kg,Avícolas,True
SINT0612,Harina,15.0,0.0,0.5,14.5,0.0333,0,1,6,3,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0756,Harina,7.0,4.0,1.47,9.85,0.1299,0,0,0,3,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0149CR,Cereal,22.0,5.0,68.5,-41.5,2.537037037037037,1,0,60,4,1,real,Avena 1 kl,1 kg,kg,Cereales y farináceos,True
SINT0315,Aves,5.0,0.0,1.8,3.51,0.3388,1,0,5,4,1,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
0406LA,Lacteos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Leche 390 bolsitarro,,lata,Lácteos,True
SINT0009,Aves,0.0,5.0,13.45,-8.45,2.69,0,0,6,3,1,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
SINT0724,Menestras,6.0,0.0,0.18,5.82,0.03,0,0,2,2,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0665LI,Otros,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Otros,False
SINT0732,Limpieza,18.0,4.0,3.52,18.48,0.16,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0468SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
SINT0750,"Condimentos, Salsas, cremas",23.0,0.0,0.12,22.88,0.0052,0,0,2,2,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0189AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Azucar blanca 50 kg,50 kg,kg,Abarrotes,True
SINT0525,Harina,10.0,6.0,4.83,11.17,0.3019,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0943,"Mermelada, mantequilla",4.0,4.0,2.55,5.45,0.3188,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0614LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Desengrasante líquido 2 Lt,2 lt,unidad,Limpieza e higiene,True
0146CR,Cereal,9.0,0.0,0.0,9.0,0.0,0,0,0,0,0,real,Avena de 200 gr variado,200 gr,kg,Cereales y farináceos,True
SINT0590,Menestras,23.0,6.0,3.85,25.15,0.1328,0,0,2,2,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0482,Menestras,22.0,9.0,7.5,23.5,0.2419,0,1,5,2,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0200AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Miel 1lt,1 lt,kg,Abarrotes,True
SINT0836,Instantaneo,13.0,8.0,2.44,18.56,0.1162,0,0,2,4,0,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
0282CN,"Condimentos, Salsas, cremas",40.0,0.0,0.0,40.0,0.0,0,0,0,0,0,real,Vinagre blanco 1 lt,1 lt,unidad,Abarrotes,True
0296CN,"Condimentos, Salsas, cremas",9.0,0.0,0.0,9.0,0.0,0,0,0,0,0,real,Salsa tomate 1kl,1 kg,unidad,Abarrotes,True
SINT0406,Cereal,12.0,0.0,1.36,10.64,0.1133,0,0,3,4,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0404LA,Lacteos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Leche chocolatada 900 ml,900 ml,lata,Lácteos,True
0125CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Sardina lata,lata,lata,Conservas,True
SINT0630,Fideos,18.0,7.0,2.15,22.85,0.086,0,0,3,4,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0205AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,kg,Abarrotes,False
SINT0309,Menestras,0.0,0.0,0.57,-0.57,0.0,0,0,2,1,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0249HA,Harina,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Harina sin gluten,,kg,Cereales y farináceos,True
SINT0112,Frutos secos,4.0,4.0,4.71,3.46,0.5768,0,0,5,0,1,sintetico,Registro técnico (sin descripción),,kg,Snacks y dulces,False
SINT0686,Instantaneo,36.0,0.0,0.66,35.34,0.0183,0,0,1,3,0,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
SINT0251,"Condimentos, Salsas, cremas",0.0,0.0,1.36,-1.36,0.0,0,0,4,1,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0336,Snacks,5.0,0.0,1.15,3.73,0.2355,0,0,4,1,1,sintetico,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
SINT0752,Cerdo,11.0,2.0,1.48,11.52,0.1138,0,0,2,2,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
0388IN,Infusion,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Te verde 100 und,100 und,caja,Bebidas e infusiones,True
SINT0855,Infusion,9.0,0.0,0.44,8.56,0.0489,0,0,3,4,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0363,Vacuno,0.0,6.0,5.93,0.07,0.9883,0,0,4,3,1,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
0222IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Milo 970 gr bolsa,970 gr,unidad,Bebidas e infusiones,True
0647LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Bolsa basura 180LT,180 lt,unidad,Limpieza e higiene,True
0002ME,Menestras,0.0,0.0,3.0,-3.0,0.0,1,0,1,0,1,real,Arverja partida 1 kg,1 kg,kg,Menestras,True
0115CO,Conserva,0.0,1.0,0.0,1.0,0.0,0,1,0,1,1,real,Filete de atun agua lata,lata,lata,Conservas,True
SINT0319,Menestras,0.0,4.0,9.13,-5.13,2.2825,0,0,3,3,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0775,Cerdo,14.0,3.0,2.43,14.34,0.1449,0,0,3,4,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0900,Menestras,8.0,0.0,0.11,7.89,0.0138,0,0,2,5,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0505,Limpieza,36.0,7.0,2.92,40.08,0.0679,0,0,4,2,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0415,Limpieza,22.0,0.0,0.08,21.92,0.0036,1,1,5,4,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0246,Cereal,0.0,5.0,10.6,-5.6,2.12,0,0,4,0,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0759,Cereal,27.0,5.0,1.98,30.02,0.0619,0,0,0,6,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0768,Harina,41.0,0.0,0.46,40.54,0.0112,0,1,3,5,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0445FS,Frutos secos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Mani Molido,,kg,Snacks y dulces,True
SINT0669,Limpieza,29.0,3.0,1.23,30.77,0.0384,0,0,2,2,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0470,Cereal,16.0,1.0,1.54,15.46,0.0906,0,1,0,6,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0608,Conserva,47.0,4.0,1.72,49.28,0.0337,0,0,1,5,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
0670EM,Embutidos,0.0,21.0,0.0,21.0,0.0,1,0,0,4,0,real,Chorizo Parrillero x 4,,paquete,Cárnicos y pescados,True
SINT0880,Menestras,17.0,6.0,2.99,20.01,0.13,0,0,3,3,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
