id_ml_costo,id_semana,semana_inicio,anio,mes,semana_iso,id_producto,id_categoria,familias_activas,pacientes_activos,pacientes_alta_criticidad,nuevos_casos,reingresos,ocupacion_albergue,campania_donacion_activa,indice_donaciones_entrantes,temporada_invierno,temporada_navidad,stock_inicio_semana,ingresos_semana,cantidad_necesaria,cantidad_entregada,demanda_no_cubierta,stock_fin_semana,precio_unitario_estimado,rolling_cantidad_4sem,rolling_costo_4sem,rolling_no_cubierta_4sem,rolling_precio_4sem,target_cantidad_siguiente_semana,target_costo_siguiente_semana
4319,134,2026-01-19,2026,1,4,28,5,91,106,19,5,5,0.902,0,0.651,0,0,5,10,9,9,0,6,11.51,9.0,106.2725,0.0,11.8175,11.0,127.38
4320,135,2026-01-26,2026,1,5,28,5,91,96,21,6,6,0.902,1,0.819,0,0,6,10,11,11,0,5,11.58,9.0,105.935,0.0,11.78,11.0,129.69
4321,136,2026-02-02,2026,2,6,28,5,89,113,18,3,3,0.931,0,0.67,0,0,5,12,11,11,0,6,11.79,9.5,111.4325,0.0,11.747499999999999,12.0,140.52
4322,137,2026-02-09,2026,2,7,28,5,100,120,23,2,6,1.0,0,0.714,0,0,6,11,12,12,0,5,11.71,9.75,114.405,0.0,11.749999999999998,9.0,107.28
4323,138,2026-02-16,2026,2,8,28,5,90,96,19,5,6,0.835,0,0.577,0,0,5,7,9,9,0,3,11.92,10.75,125.295,0.0,11.647499999999999,9.0,105.3
4324,139,2026-02-23,2026,2,9,28,5,97,110,25,2,8,1.0,0,0.714,0,0,3,11,9,9,0,5,11.7,10.75,126.2175,0.0,11.75,10.0,115.2
4325,140,2026-03-02,2026,3,10,28,5,96,102,16,5,9,0.975,0,0.677,0,0,5,10,10,10,0,5,11.52,10.25,120.6975,0.0,11.780000000000001,11.0,133.98
4326,141,2026-03-09,2026,3,11,28,5,99,125,29,6,7,1.0,0,0.763,0,0,5,0,11,5,6,0,12.18,10.0,117.07500000000002,0.0,11.7125,9.0,105.75
4327,142,2026-03-16,2026,3,12,28,5,91,99,22,10,7,0.917,0,0.342,0,0,0,13,9,9,0,4,11.75,9.75,115.44,1.5,11.83,11.0,126.94
4328,143,2026-03-23,2026,3,13,28,5,94,101,20,1,2,0.959,0,0.716,0,0,4,15,11,11,0,8,11.54,9.75,115.0575,1.5,11.7875,9.0,111.69
4329,144,2026-03-30,2026,3,14,28,5,101,121,15,3,7,1.0,0,0.797,0,0,8,6,9,9,0,5,12.41,10.25,120.4675,1.5,11.7475,13.0,157.69
4330,145,2026-04-06,2026,4,15,28,5,99,105,22,5,10,0.977,0,0.383,0,0,5,10,13,13,0,2,12.13,10.0,119.58999999999999,1.5,11.969999999999999,12.0,141.12
4331,146,2026-04-13,2026,4,16,28,5,99,128,22,6,9,0.939,0,0.741,0,0,2,0,12,2,10,0,11.76,10.5,125.5175,0.0,11.9575,11.0,123.86
4332,147,2026-04-20,2026,4,17,28,5,100,114,19,4,6,0.998,0,0.543,0,0,0,14,11,11,0,3,11.26,11.25,134.36,2.5,11.96,11.0,128.92
4333,148,2026-04-27,2026,4,18,28,5,102,110,22,4,9,1.0,1,1.046,0,0,3,13,11,11,0,5,11.72,11.25,133.59,2.5,11.89,10.0,111.6
4334,149,2026-05-04,2026,5,19,28,5,94,108,24,3,12,0.912,1,0.94,1,0,5,10,10,10,0,5,11.16,11.75,137.89749999999998,2.5,11.717500000000001,10.0,112.8
4335,150,2026-05-11,2026,5,20,28,5,98,112,26,7,6,0.97,0,0.515,1,0,5,0,10,5,5,0,11.28,11.0,126.375,2.5,11.475000000000001,10.0,117.8
4336,151,2026-05-18,2026,5,21,28,5,100,107,22,4,4,0.953,1,0.809,1,0,0,13,10,10,0,3,11.78,10.5,119.29499999999999,1.25,11.354999999999999,10.0,119.3
4337,152,2026-05-25,2026,5,22,28,5,93,100,18,5,11,0.925,0,0.706,1,0,3,16,10,10,0,9,11.93,10.25,117.77999999999999,1.25,11.485,10.0,114.1
4338,153,2026-06-01,2026,6,23,28,5,103,123,29,3,6,1.0,1,0.836,1,0,9,6,10,10,0,5,11.41,10.0,115.375,1.25,11.5375,12.0,138.12
4339,154,2026-06-08,2026,6,24,28,5,101,127,26,4,7,1.0,0,0.666,1,0,5,0,12,5,7,0,11.51,10.0,115.99999999999999,1.25,11.599999999999998,10.0,119.9
4340,155,2026-06-15,2026,6,25,28,5,103,118,27,3,6,1.0,0,0.507,1,0,0,12,10,10,0,2,11.99,10.5,122.33,1.75,11.6575,11.0,130.13
4341,1,2023-07-03,2023,7,27,29,5,51,58,9,5,5,0.476,1,0.919,1,0,14,6,6,6,0,14,8.08,6.0,48.48,0.0,8.08,6.0,47.88
4342,2,2023-07-10,2023,7,28,29,5,56,63,11,1,8,0.574,0,0.661,1,0,14,0,6,6,0,8,7.98,6.0,48.48,0.0,8.08,5.0,38.1
4343,3,2023-07-17,2023,7,29,29,5,53,69,11,2,7,0.527,0,0.759,1,0,8,3,5,5,0,6,7.62,6.0,48.18,0.0,8.030000000000001,5.0,41.4
4344,4,2023-07-24,2023,7,30,29,5,54,65,14,5,7,0.532,0,0.615,1,0,6,0,5,5,0,1,8.28,5.666666666666667,44.82,0.0,7.8933333333333335,6.0,48.06
4345,5,2023-07-31,2023,7,31,29,5,50,57,12,3,6,0.547,1,0.989,1,0,1,7,6,6,0,2,8.01,5.5,43.965,0.0,7.99,4.0,32.52
4346,6,2023-08-07,2023,8,32,29,5,49,57,12,4,6,0.516,0,0.487,1,0,2,4,4,4,0,2,8.13,5.5,43.86,0.0,7.9725,7.0,57.26
4347,7,2023-08-14,2023,8,33,29,5,54,62,13,4,8,0.528,0,0.565,1,0,2,0,7,2,5,0,8.18,5.0,40.02,0.0,8.01,6.0,49.38
4348,8,2023-08-21,2023,8,34,29,5,48,62,14,1,2,0.434,0,0.826,1,0,0,11,6,6,0,5,8.23,5.5,44.81,1.25,8.15,7.0,56.7
4349,9,2023-08-28,2023,8,35,29,5,45,48,7,4,2,0.403,0,0.499,1,0,5,0,7,5,2,0,8.1,5.75,46.805,1.25,8.1375,6.0,48.24
4350,10,2023-09-04,2023,9,36,29,5,58,65,10,4,5,0.519,1,0.643,1,0,0,0,6,0,6,0,8.04,6.0,48.965,1.75,8.16,6.0,48.3
4351,11,2023-09-11,2023,9,37,29,5,54,58,11,3,5,0.532,0,0.757,1,0,0,11,6,6,0,5,8.05,6.5,52.894999999999996,3.25,8.1375,6.0,47.82
4352,12,2023-09-18,2023,9,38,29,5,60,75,13,2,6,0.626,0,0.6,1,0,5,3,6,6,0,2,7.97,6.25,50.655,2.0,8.105,8.0,64.56
4353,13,2023-09-25,2023,9,39,29,5,56,63,8,1,11,0.547,0,0.532,1,0,2,0,8,2,6,0,8.07,6.25,50.265,2.0,8.04,7.0,59.01
4354,14,2023-10-02,2023,10,40,29,5,53,61,13,2,10,0.523,0,0.622,0,0,0,0,7,0,7,0,8.43,6.5,52.23,3.0,8.032499999999999,7.0,55.09
4355,15,2023-10-09,2023,10,41,29,5,58,68,9,5,10,0.583,0,0.557,0,0,0,0,7,0,7,0,7.87,6.75,54.9225,3.25,8.129999999999999,6.0,46.2
4356,16,2023-10-16,2023,10,42,29,5,52,59,12,5,10,0.541,0,0.597,0,0,0,6,6,6,0,0,7.7,7.0,56.62,5.0,8.085,7.0,55.37
4357,17,2023-10-23,2023,10,43,29,5,52,58,11,2,5,0.501,0,0.657,0,0,0,8,7,7,0,1,7.91,7.0,56.215,5.0,8.0175,6.0,46.32
4358,18,2023-10-30,2023,10,44,29,5,50,55,12,1,9,0.443,0,0.56,0,0,1,8,6,6,0,3,7.72,6.75,53.917500000000004,3.5,7.9775,6.0,48.6
4359,19,2023-11-06,2023,11,45,29,5,59,62,11,2,2,0.632,1,0.829,0,1,3,6,6,6,0,3,8.1,6.5,50.745000000000005,1.75,7.8,6.0,50.82
4360,20,2023-11-13,2023,11,46,29,5,60,63,10,4,5,0.561,1,0.757,0,1,3,7,6,6,0,4,8.47,6.25,49.1225,0.0,7.8575,7.0,56.14
4361,21,2023-11-20,2023,11,47,29,5,58,63,14,2,5,0.542,0,0.521,0,1,4,8,7,7,0,5,8.02,6.25,50.277499999999996,0.0,8.05,6.0,49.68
4362,22,2023-11-27,2023,11,48,29,5,60,76,10,1,10,0.614,1,0.894,0,1,5,7,6,6,0,6,8.28,6.25,50.470000000000006,0.0,8.0775,7.0,58.31
4363,23,2023-12-04,2023,12,49,29,5,49,58,8,1,7,0.47,1,0.898,0,1,6,5,7,7,0,4,8.33,6.25,51.31,0.0,8.217500000000001,8.0,65.52
4364,24,2023-12-11,2023,12,50,29,5,59,63,11,1,10,0.641,1,1.076,0,1,4,8,8,8,0,4,8.19,6.5,53.7375,0.0,8.275,7.0,57.26
4365,25,2023-12-18,2023,12,51,29,5,56,72,15,3,7,0.571,0,0.833,0,1,4,0,7,4,3,0,8.18,7.0,57.4125,0.0,8.205,7.0,55.37
4366,26,2023-12-25,2023,12,52,29,5,61,73,10,4,5,0.619,0,0.708,0,1,0,12,7,7,0,5,7.91,7.0,57.692499999999995,0.75,8.245,7.0,55.37
4367,27,2024-01-01,2024,1,1,29,5,56,59,12,5,4,0.543,1,0.793,0,0,5,5,7,7,0,3,7.91,7.25,59.114999999999995,0.75,8.1525,6.0,47.82
4368,28,2024-01-08,2024,1,2,29,5,58,61,7,1,8,0.554,1,0.845,0,0,3,7,6,6,0,4,7.97,7.25,58.379999999999995,0.75,8.0475,6.0,48.72
4369,29,2024-01-15,2024,1,3,29,5,57,66,12,0,5,0.602,1,0.76,0,0,4,7,6,6,0,5,8.12,6.75,53.955,0.75,7.9925,8.0,67.04
4370,30,2024-01-22,2024,1,4,29,5,63,72,16,3,6,0.574,0,0.688,0,0,5,0,8,5,3,0,8.38,6.5,51.82,0.0,7.9775,6.0,49.2
4371,31,2024-01-29,2024,1,5,29,5,64,77,13,1,10,0.613,0,0.623,0,0,0,9,6,6,0,3,8.2,6.75,54.7375,0.75,8.095,6.0,49.38
4372,32,2024-02-05,2024,2,6,29,5,48,55,11,3,3,0.518,0,0.866,0,0,3,7,6,6,0,4,8.23,6.5,53.195,0.75,8.1675,8.0,67.68
4373,33,2024-02-12,2024,2,7,29,5,69,82,16,4,8,0.693,0,0.86,0,0,4,8,8,8,0,4,8.46,6.5,53.585,0.75,8.2325,6.0,48.24
4374,34,2024-02-19,2024,2,8,29,5,60,72,17,7,7,0.586,0,0.565,0,0,4,6,6,6,0,4,8.04,7.0,58.325,0.75,8.3175,7.0,57.33
4375,35,2024-02-26,2024,2,9,29,5,57,69,10,3,3,0.534,0,0.44,0,0,4,0,7,4,3,0,8.19,6.5,53.625,0.0,8.2325,7.0,55.09
4376,36,2024-03-04,2024,3,10,29,5,52,63,9,4,5,0.527,0,0.824,0,0,0,9,7,7,0,2,7.87,6.75,55.6575,0.75,8.23,7.0,56.84
4377,37,2024-03-11,2024,3,11,29,5,58,62,15,0,8,0.567,0,0.76,0,0,2,0,7,2,5,0,8.12,7.0,57.085,0.75,8.139999999999999,9.0,74.52
4378,38,2024-03-18,2024,3,12,29,5,59,74,17,3,8,0.6,0,0.63,0,0,0,13,9,9,0,4,8.28,6.75,54.375,2.0,8.055,7.0,57.4
4379,39,2024-03-25,2024,3,13,29,5,66,84,18,4,8,0.735,0,0.68,0,0,4,0,7,4,3,0,8.2,7.5,60.945,2.0,8.114999999999998,7.0,57.68
4380,40,2024-04-01,2024,4,14,29,5,61,76,18,4,7,0.568,0,0.573,0,0,0,8,7,7,0,1,8.24,7.5,60.962500000000006,2.0,8.1175,7.0,58.59
4381,41,2024-04-08,2024,4,15,29,5,59,68,13,5,3,0.533,1,0.823,0,0,1,11,7,7,0,5,8.37,7.5,61.61,2.0,8.209999999999999,6.0,48.72
4382,42,2024-04-15,2024,4,16,29,5,63,74,15,1,10,0.67,0,0.502,0,0,5,4,6,6,0,3,8.12,7.5,62.0475,0.75,8.272499999999999,7.0,57.68
4383,43,2024-04-22,2024,4,17,29,5,60,67,12,9,9,0.523,0,0.85,0,0,3,0,7,3,4,0,8.24,6.75,55.5975,0.75,8.232499999999998,7.0,55.58
4384,44,2024-04-29,2024,4,18,29,5,61,70,9,4,7,0.606,1,0.747,0,0,0,11,7,7,0,4,7.94,6.75,55.6675,1.0,8.2425,8.0,67.04
4385,45,2024-05-06,2024,5,19,29,5,68,80,13,3,3,0.73,0,0.433,1,0,4,0,8,4,4,0,8.38,6.75,55.142500000000005,1.0,8.1675,7.0,59.57
4386,46,2024-05-13,2024,5,20,29,5,69,89,12,7,8,0.657,0,0.782,1,0,0,10,7,7,0,3,8.51,7.0,57.255,2.0,8.170000000000002,8.0,63.28
4387,47,2024-05-20,2024,5,21,29,5,67,83,11,0,5,0.65,1,0.784,1,0,3,6,8,8,0,1,7.91,7.25,59.9675,2.0,8.2675,5.0,41.05
4388,48,2024-05-27,2024,5,22,29,5,62,68,13,7,6,0.632,1,0.85,1,0,1,8,5,5,0,4,8.21,7.5,61.3675,1.0,8.185,8.0,66.16
4389,49,2024-06-03,2024,6,23,29,5,64,69,11,9,6,0.669,0,0.609,1,0,4,7,8,8,0,3,8.27,7.0,57.735,1.0,8.252500000000001,8.0,65.2
4390,50,2024-06-10,2024,6,24,29,5,67,74,9,1,8,0.605,1,0.784,1,0,3,11,8,8,0,6,8.15,7.0,57.515,0.0,8.225,6.0,49.08
4391,51,2024-06-17,2024,6,25,29,5,69,83,13,2,6,0.723,0,0.637,1,0,6,5,6,6,0,5,8.18,7.25,58.9225,0.0,8.135000000000002,10.0,81.4
4392,52,2024-06-24,2024,6,26,29,5,69,84,18,4,8,0.678,0,0.651,1,0,5,13,10,10,0,8,8.14,6.75,55.3725,0.0,8.2025,7.0,58.24
4393,53,2024-07-01,2024,7,27,29,5,65,76,16,3,4,0.696,0,0.412,1,0,8,3,7,7,0,4,8.32,8.0,65.46000000000001,0.0,8.184999999999999,8.0,65.12
4394,54,2024-07-08,2024,7,28,29,5,67,76,13,4,7,0.646,1,0.759,1,0,4,8,8,8,0,4,8.14,7.75,63.480000000000004,0.0,8.197500000000002,6.0,49.02
4395,55,2024-07-15,2024,7,29,29,5,68,84,19,6,7,0.674,1,0.681,1,0,4,4,6,6,0,2,8.17,7.75,63.46000000000001,0.0,8.195,8.0,69.36
4396,56,2024-07-22,2024,7,30,29,5,70,89,12,4,7,0.637,0,0.772,1,0,2,0,8,2,6,0,8.67,7.75,63.44500000000001,0.0,8.1925,8.0,65.44
4397,57,2024-07-29,2024,7,31,29,5,71,84,19,6,2,0.717,1,0.781,1,0,0,12,8,8,0,4,8.18,7.25,60.435,1.5,8.325,8.0,68.0
4398,58,2024-08-05,2024,8,32,29,5,76,81,14,0,4,0.768,0,0.471,1,0,4,7,8,8,0,3,8.5,7.5,62.235,1.5,8.29,8.0,66.88
4399,59,2024-08-12,2024,8,33,29,5,68,75,15,2,7,0.687,0,0.687,1,0,3,10,8,8,0,5,8.36,7.5,62.955,1.5,8.379999999999999,9.0,75.33
4400,60,2024-08-19,2024,8,34,29,5,66,79,13,5,2,0.664,0,0.497,1,0,5,8,9,9,0,4,8.37,8.0,67.41999999999999,1.5,8.427499999999998,10.0,83.5
4401,61,2024-08-26,2024,8,35,29,5,65,81,19,3,7,0.64,0,0.676,1,0,4,13,10,10,0,7,8.35,8.25,68.9125,0.0,8.3525,6.0,50.1
4402,62,2024-09-02,2024,9,36,29,5,65,77,10,7,8,0.664,0,0.543,1,0,7,4,6,6,0,5,8.35,8.75,73.4275,0.0,8.395,8.0,67.6
4403,63,2024-09-09,2024,9,37,29,5,69,81,13,3,8,0.686,0,0.732,1,0,5,6,8,8,0,3,8.45,8.25,68.9525,0.0,8.3575,7.0,58.73
4404,64,2024-09-16,2024,9,38,29,5,68,80,15,2,3,0.658,1,0.739,1,0,3,11,7,7,0,7,8.39,8.25,69.1325,0.0,8.379999999999999,8.0,68.96
4405,65,2024-09-23,2024,9,39,29,5,74,91,16,2,5,0.725,0,0.694,1,0,7,7,8,8,0,6,8.62,7.75,64.9825,0.0,8.385,7.0,57.54
4406,66,2024-09-30,2024,9,40,29,5,73,91,13,1,8,0.841,0,0.606,1,0,6,4,7,7,0,3,8.22,7.25,61.347500000000004,0.0,8.4525,6.0,51.18
4407,67,2024-10-07,2024,10,41,29,5,73,81,13,4,7,0.761,0,0.604,0,0,3,6,6,6,0,3,8.53,7.5,63.207499999999996,0.0,8.42,7.0,58.1
4408,68,2024-10-14,2024,10,42,29,5,74,84,16,3,4,0.684,0,0.891,0,0,3,9,7,7,0,5,8.3,7.0,59.1025,0.0,8.440000000000001,8.0,67.44
4409,69,2024-10-21,2024,10,43,29,5,76,93,16,1,4,0.775,0,0.837,0,0,5,7,8,8,0,4,8.43,7.0,58.945,0.0,8.4175,7.0,58.59
4410,70,2024-10-28,2024,10,44,29,5,70,85,18,1,6,0.76,1,0.995,0,0,4,7,7,7,0,4,8.37,7.0,58.565,0.0,8.370000000000001,9.0,76.32
4411,71,2024-11-04,2024,11,45,29,5,77,92,21,6,3,0.749,1,0.929,0,1,4,12,9,9,0,7,8.48,7.0,58.8275,0.0,8.4075,8.0,66.24
4412,72,2024-11-11,2024,11,46,29,5,85,98,19,2,7,0.852,0,0.542,0,1,7,0,8,7,1,0,8.28,7.75,65.1125,0.0,8.395,8.0,68.88
4413,73,2024-11-18,2024,11,47,29,5,74,81,19,2,8,0.767,1,1.012,0,1,0,11,8,8,0,3,8.61,8.0,67.1475,0.25,8.39,6.0,49.74
4414,74,2024-11-25,2024,11,48,29,5,76,84,15,4,7,0.676,0,0.51,0,1,3,6,6,6,0,3,8.29,8.0,67.5075,0.25,8.434999999999999,8.0,69.52
4415,75,2024-12-02,2024,12,49,29,5,70,80,12,3,10,0.683,0,0.627,0,1,3,0,8,3,5,0,8.69,7.75,65.295,0.25,8.415,8.0,66.4
4416,76,2024-12-09,2024,12,50,29,5,74,88,16,5,9,0.77,0,0.517,0,1,0,12,8,8,0,4,8.3,7.5,63.595,1.5,8.4675,9.0,76.32
4417,77,2024-12-16,2024,12,51,29,5,79,89,12,2,8,0.775,0,0.492,0,1,4,6,9,9,0,1,8.48,7.5,63.635,1.25,8.4725,8.0,70.64
4418,78,2024-12-23,2024,12,52,29,5,82,95,18,3,6,0.847,1,0.834,0,1,1,12,8,8,0,5,8.83,7.75,65.495,1.25,8.44,7.0,58.31
4419,79,2024-12-30,2024,12,1,29,5,68,77,10,5,9,0.723,0,0.521,0,1,5,5,7,7,0,3,8.33,8.25,70.72,1.25,8.575,8.0,68.32
4420,80,2025-01-06,2025,1,2,29,5,78,96,15,3,5,0.816,0,0.619,0,0,3,8,8,8,0,3,8.54,8.0,67.9175,0.0,8.485000000000001,8.0,69.04
4421,81,2025-01-13,2025,1,3,29,5,83,107,22,3,6,0.775,0,0.872,0,0,3,10,8,8,0,5,8.63,8.0,68.3975,0.0,8.545,9.0,81.18
4422,82,2025-01-20,2025,1,4,29,5,82,92,19,6,10,0.822,0,0.541,0,0,5,7,9,9,0,3,9.02,7.75,66.5775,0.0,8.5825,8.0,66.96
4423,83,2025-01-27,2025,1,5,29,5,72,81,14,7,7,0.708,0,0.527,0,0,3,8,8,8,0,3,8.37,8.0,69.2125,0.0,8.629999999999999,9.0,75.6
4424,84,2025-02-03,2025,2,6,29,5,81,93,15,6,6,0.829,1,0.862,0,0,3,14,9,9,0,8,8.4,8.25,71.375,0.0,8.64,8.0,66.4
4425,85,2025-02-10,2025,2,7,29,5,80,97,12,1,10,0.844,0,0.725,0,0,8,4,8,8,0,4,8.3,8.5,73.19500000000001,0.0,8.605,8.0,70.16
4426,86,2025-02-17,2025,2,8,29,5,71,80,15,4,8,0.667,0,0.707,0,0,4,10,8,8,0,6,8.77,8.5,72.535,0.0,8.5225,8.0,69.76
4427,87,2025-02-24,2025,2,9,29,5,75,84,14,4,4,0.719,0,0.376,0,0,6,5,8,8,0,3,8.72,8.25,69.78,0.0,8.46,8.0,65.76
4428,88,2025-03-03,2025,3,10,29,5,80,91,16,2,5,0.82,0,0.542,0,0,3,0,8,3,5,0,8.22,8.25,70.48,0.0,8.547500000000001,8.0,69.76
4429,89,2025-03-10,2025,3,11,29,5,81,95,19,5,8,0.825,0,0.658,0,0,0,10,8,8,0,2,8.72,8.0,68.02,1.25,8.502500000000001,8.0,68.16
4430,90,2025-03-17,2025,3,12,29,5,81,99,22,5,7,0.767,0,0.937,0,0,2,0,8,2,6,0,8.52,8.0,68.86000000000001,1.25,8.6075,9.0,79.11
4431,91,2025-03-24,2025,3,13,29,5,79,84,17,5,6,0.746,1,0.851,0,0,0,0,9,0,9,0,8.79,8.0,68.36,2.75,8.545,6.0,50.94
4432,92,2025-03-31,2025,3,14,29,5,80,97,16,2,7,0.808,0,0.701,0,0,0,8,6,6,0,2,8.49,8.25,70.6975,5.0,8.5625,9.0,83.7
4433,93,2025-04-07,2025,4,15,29,5,76,96,22,2,6,0.775,0,0.469,0,0,2,9,9,9,0,2,9.3,7.75,66.9925,3.75,8.629999999999999,9.0,75.06
4434,94,2025-04-14,2025,4,16,29,5,79,88,14,2,10,0.696,0,0.729,0,0,2,0,9,2,7,0,8.34,8.0,70.47749999999999,3.75,8.775,9.0,79.29
4435,95,2025-04-21,2025,4,17,29,5,72,87,20,2,6,0.761,0,0.74,0,0,0,0,9,0,9,0,8.81,8.25,72.2025,4.0,8.73,9.0,76.41
4436,96,2025-04-28,2025,4,18,29,5,77,88,18,2,9,0.716,0,0.81,0,0,0,15,9,9,0,6,8.49,8.25,72.2475,4.0,8.735,9.0,77.31
4437,97,2025-05-05,2025,5,19,29,5,76,88,21,4,7,0.769,0,0.825,1,0,6,0,9,6,3,0,8.59,9.0,78.615,4.0,8.735,8.0,70.56
4438,98,2025-05-12,2025,5,20,29,5,77,90,16,1,8,0.741,0,0.678,1,0,0,11,8,8,0,3,8.82,9.0,77.0175,4.75,8.557500000000001,8.0,67.28
4439,99,2025-05-19,2025,5,21,29,5,83,104,20,5,3,0.8,0,0.752,1,0,3,0,8,3,5,0,8.41,8.75,75.8925,3.0,8.6775,7.0,59.01
4440,100,2025-05-26,2025,5,22,29,5,82,102,23,3,9,0.831,1,0.906,1,0,0,11,7,7,0,4,8.43,8.5,72.89,2.0,8.5775,11.0,97.68
4441,101,2025-06-02,2025,6,23,29,5,85,108,16,3,1,0.839,0,0.492,1,0,4,11,11,11,0,4,8.88,8.0,68.54,2.0,8.5625,9.0,76.41
4442,102,2025-06-09,2025,6,24,29,5,87,93,13,1,12,0.865,1,0.804,1,0,4,9,9,9,0,4,8.49,8.5,73.63250000000001,1.25,8.635,7.0,60.27
4443,103,2025-06-16,2025,6,25,29,5,79,86,17,2,9,0.842,0,0.589,1,0,4,6,7,7,0,3,8.61,8.75,75.095,1.25,8.5525,8.0,69.92
4444,104,2025-06-23,2025,6,26,29,5,83,101,17,6,7,0.849,1,0.674,1,0,3,6,8,8,0,1,8.74,8.5,73.3425,0.0,8.6025,9.0,81.18
4445,105,2025-06-30,2025,6,27,29,5,85,94,16,2,3,0.821,0,0.641,1,0,1,12,9,9,0,4,9.02,8.75,76.07,0.0,8.68,7.0,62.86
4446,106,2025-07-07,2025,7,28,29,5,77,93,21,2,6,0.765,0,0.703,1,0,4,6,7,7,0,3,8.98,8.25,71.945,0.0,8.715,10.0,85.9
4447,107,2025-07-14,2025,7,29,29,5,91,106,13,6,7,0.863,0,0.687,1,0,3,0,10,3,7,0,8.59,7.75,68.5575,0.0,8.8375,10.0,87.8
4448,108,2025-07-21,2025,7,30,29,5,93,119,15,4,9,0.815,0,0.746,1,0,0,0,10,0,10,0,8.78,8.5,74.965,1.75,8.8325,9.0,78.39
4449,109,2025-07-28,2025,7,31,29,5,83,106,19,3,6,0.778,1,0.86,1,0,0,16,9,9,0,7,8.71,9.0,79.435,4.25,8.8425,9.0,80.1
4450,110,2025-08-04,2025,8,32,29,5,81,95,12,2,8,0.806,1,0.818,1,0,7,10,9,9,0,8,8.9,9.0,78.7375,4.25,8.765,10.0,91.6
4451,111,2025-08-11,2025,8,33,29,5,90,97,18,8,12,0.864,0,0.84,1,0,8,9,10,10,0,7,9.16,9.5,83.0475,4.25,8.745,12.0,100.2
4452,112,2025-08-18,2025,8,34,29,5,89,101,14,5,8,0.89,0,0.637,1,0,7,14,12,12,0,9,8.35,9.5,84.4725,2.5,8.887500000000001,10.0,83.8
4453,113,2025-08-25,2025,8,35,29,5,88,108,24,3,8,0.822,0,0.695,1,0,9,10,10,10,0,9,8.38,10.0,87.57249999999999,0.0,8.780000000000001,9.0,79.11
4454,114,2025-09-01,2025,9,36,29,5,88,101,16,6,7,0.886,1,0.985,1,0,9,9,9,9,0,9,8.79,10.25,88.925,0.0,8.6975,11.0,101.2
4455,115,2025-09-08,2025,9,37,29,5,92,118,24,6,9,0.872,1,0.781,1,0,9,12,11,11,0,10,9.2,10.25,88.6775,0.0,8.67,9.0,76.59
4456,116,2025-09-15,2025,9,38,29,5,82,93,13,3,9,0.841,1,0.925,1,0,10,0,9,9,0,1,8.51,10.5,91.0775,0.0,8.68,10.0,86.1
4457,117,2025-09-22,2025,9,39,29,5,94,102,21,3,8,0.948,0,0.871,1,0,1,0,10,1,9,0,8.61,9.75,85.17500000000001,0.0,8.719999999999999,8.0,65.52
4458,118,2025-09-29,2025,9,40,29,5,86,106,18,4,4,0.828,0,0.443,1,0,0,12,8,8,0,4,8.19,9.75,85.75,2.25,8.7775,8.0,67.52
4459,119,2025-10-06,2025,10,41,29,5,92,103,24,3,6,0.934,0,0.431,0,0,4,8,8,8,0,4,8.44,9.5,82.35249999999999,2.25,8.6275,7.0,60.69
4460,120,2025-10-13,2025,10,42,29,5,90,109,14,8,5,0.888,0,0.823,0,0,4,7,7,7,0,4,8.67,8.75,73.9325,2.25,8.4375,9.0,78.03
4461,121,2025-10-20,2025,10,43,29,5,81,90,16,3,8,0.776,0,0.738,0,0,4,12,9,9,0,7,8.67,8.25,69.9575,2.25,8.4775,12.0,99.96
4462,122,2025-10-27,2025,10,44,29,5,91,104,24,6,8,0.898,0,0.492,0,0,7,11,12,12,0,6,8.33,8.0,67.94,0.0,8.4925,7.0,63.63
4463,123,2025-11-03,2025,11,45,29,5,94,116,24,5,3,0.913,1,0.928,0,1,6,4,7,7,0,3,9.09,9.0,76.55,0.0,8.5275,9.0,80.19
4464,124,2025-11-10,2025,11,46,29,5,92,117,21,2,5,0.917,1,0.7,0,1,3,10,9,9,0,4,8.91,8.75,75.5775,0.0,8.69,10.0,88.9
4465,125,2025-11-17,2025,11,47,29,5,85,92,14,3,9,0.826,0,0.544,0,1,4,10,10,10,0,4,8.89,9.25,80.4525,0.0,8.75,7.0,60.55
4466,126,2025-11-24,2025,11,48,29,5,89,111,22,3,4,0.943,0,0.526,0,1,4,8,7,7,0,5,8.65,9.5,83.16999999999999,0.0,8.805,11.0,97.79
4467,127,2025-12-01,2025,12,49,29,5,91,96,12,3,4,0.92,1,1.119,0,1,5,18,11,11,0,12,8.89,8.25,73.3175,0.0,8.885000000000002,9.0,83.52
4468,128,2025-12-08,2025,12,50,29,5,89,98,23,0,8,0.892,0,0.474,0,1,12,0,9,9,0,3,9.28,9.25,81.8575,0.0,8.835,8.0,71.84
4469,129,2025-12-15,2025,12,51,29,5,87,96,13,5,6,0.864,0,0.731,0,1,3,8,8,8,0,3,8.98,9.25,82.69,0.0,8.9275,8.0,68.8
4470,130,2025-12-22,2025,12,52,29,5,94,111,14,5,8,0.943,1,0.974,0,1,3,8,8,8,0,3,8.6,8.75,78.425,0.0,8.950000000000001,11.0,99.22
4471,131,2025-12-29,2025,12,1,29,5,93,113,19,7,7,0.918,0,0.615,0,1,3,0,11,3,8,0,9.02,9.0,80.4875,0.0,8.9375,10.0,87.7
